ku_id,ku_name,ka,core_tire1_hour,core_tire2_hour,includes_electives,topic_core_tire1,topic_core_tire2,outcome1,outcome2,KU_keyword_cat,KU_keyword,E,F
ku57,Data Modeling,IM,0,4,N,  Data modeling.  Conceptual models (e.g.; entity-relationship; UML diagrams).  Spreadsheet models.   Relational data models.   Object-oriented models (cross-reference PL Object-Oriented Programming).   Semi-structured data model (expressed using DTD or XML Schema; for example).,,Compare and contrast appropriate data models; including internal structures; for different types of data.  Describe concepts in modeling notation (e.g.; Entity-Relation Diagrams or UML) and how they would be used.   Define the fundamental terminology used in the relational data model.  Describe the basic principles of the relational data model.   Apply the modeling concepts and notation of the relational data model.. Describe the main concepts of the OO model such as object identity; type constructors; encapsulation; inheritance; polymorphism; and versioning.  Describe the differences between relational and semi-structured data models.  Give a semi-structured equivalent (e.g.; in DTD or XML Schema) for a given relational schema.  ,,Semi-structured_data;Relational_model;Data_modeling,System_programming_language;Semi-structured_data;Relational_model;Object-oriented_analysis_and_design,,
ku58,Indexing,IM,0,0,Y,The impact of indices on query performance.   The basic structure of an index.   Keeping a buffer of data in memory.   Creating indexes with SQL.   Indexing text.   Indexing the web (e.g.; web crawling).,,Generate an index file for a collection of resources.   Explain the role of an inverted index in locating a document in a collection.   Explain how stemming and stop words affect indexing.   Identify appropriate indices for given relational schema and query set.   Estimate time to retrieve information; when indices are used compared to when they are not used.  Describe key challenges in web crawling; e.g.; detecting duplicate documents; determining the crawling frontier. ,,Database_index;Query_plan;SQL;Data,Database_index;Query_plan;Basic_structure_doctrine;Search_engine_indexing;Distributed_web_crawling,,
ku59,Relational Databases,IM,0,0,Y,Mapping conceptual schema to a relational schema.   Entity and referential integrity.   Relational algebra and relational calculus.   Relational Database design.   Functional dependency.   Decomposition of a schema  lossless-join and dependency-preservation properties of a decomposition.   Candidate keys; superkeys; and closure of a set of attributes.   Normal forms (BCNF).   Multi-valued dependency (4NF).  Join dependency (PJNF; 5NF).  Representation theory.,,"Prepare a relational schema from a conceptual model developed using the entity- relationship model.  Explain and demonstrate the concepts of entity integrity constraint and referential integrity constraint (including definition of the concept of a foreign key).  Demonstrate use of the relational algebra operations from mathematical set theory (union; intersection;
difference; and Cartesian product) and the relational algebra operations developed specifically for relational databases (select (restrict); project; join; and division). Write queries in the relational algebra.  Write queries in the tuple relational calculus.  Determine the functional dependency between two or more attributes that are a subset of a relation. Connect constraints expressed as primary key and foreign key; with functional dependencies.  Compute the closure of a set of attributes under given functional dependencies.  Determine whether a set of attributes form a superkey and or candidate key for a relation with given functional dependencies.  Evaluate a proposed decomposition; to say whether it has lossless-join and dependency-preservation. Describe the properties of BCNF; PJNF; 5NF. Explain the impact of normalization on the efficiency of database operations especially query optimization. Describe what is a multi-valued dependency and what type of constraints it specifies. ",,Conceptual_schema;Relational_database;Lossless-Join_Decomposition,Conceptual_schema;Relational_database;Relational_schema;Lossless-Join_Decomposition;Relational_calculus;Relational_algebra;Representation_theory;Normal_form,,
ku60,Query Languages,IM,0,0,Y,Overview of database languages.   SQL (data definition; query formulation; update sublanguage; constraints; integrity).   Selections.   Projections.   Select-project-join.   Aggregates and group-by.  Subqueries.   QBE and 4th-generation environments.   Different ways to invoke non-procedural queries in conventional languages.   Introduction to other major query languages (e.g.; XPATH; SPARQL). Stored procedures.,,Create a relational database schema in SQL that incorporates key; entity integrity; and referential integrity constraints.   Use SQL to create tables and retrieve (SELECT) information from a database.   Evaluate a set of query processing strategies and select the optimal strategy.  Create a non-procedural query by filling in templates of relations to construct an example of the desired query result.  Embed object-oriented queries into a stand-alone language such as C++ or Java (e.g.; SELECT Col.Method() FROM Object).   Write a stored procedure that deals with parameters and has some control flow; to provide a given functionality.  ,,Language_Integrated_Query;Query_language;Codd's_12_rules,Language_Integrated_Query;Query_throughput;Angami?“Pochuri_languages;Query_language;Fourth-generation_programming_language;Codd's_12_rules;Stored_procedure;Canadians;Data_definition_language,,
ku61,Transaction Processing,IM,0,0,Y,Transactions.   Failure and recovery.   Concurrency control.   Interaction of transaction management with storage; especially buffering.,,Create a transaction by embedding SQL into an application program.  Explain the concept of implicit commits.  Describe the issues specific to efficient transaction execution.  Explain when and why rollback is needed and how logging assures proper rollback.  Explain the effect of different isolation levels on the concurrency control mechanisms. Choose the proper isolation level for implementing a specified transaction protocol.  Identify appropriate transaction boundaries in application programs.,,Global_concurrency_control;Transaction_processing,Business_transaction_management;Global_concurrency_control;Storage,,
ku62,Distributed Databases,IM,0,0,Y,Distributed-database DBMS;   Distributed data storage ;  Distributed query processing;   Distributed-transaction model;   Homogeneous and heterogeneous solutions;   Client-server distributed-databases (cross-reference SF/Computational Paradigms).   Parallel DBMS ;  Parallel DBMS architectures  shared memory; shared disk; shared nothing.   Speedup and scale-up; e.g.; use of the MapReduce processing model (cross-reference CN Processing; PD/Parallel Decomposition). Data replication and weak-consistency models.,,Explain the techniques used for data fragmentation; replication; and allocation during the distributed database design process.  Evaluate simple strategies for executing a distributed query to select the strategy that minimizes the amount of data transfer.  Explain how the two-phase commit protocol is used to deal with committing a transaction that accesses databases stored on multiple nodes.    Describe distributed concurrency control based on the distinguished copy techniques and the voting method.  Describe the three levels of software in the client-server model.  ,,Database-centric_architecture;Distributed_data_store;MapReduce,Database-centric_architecture;List_of_sequence_alignment_software;Canadian_National_Railway;NEC_V60;Consistency_model;MapReduce;Sensor_network_query_processor,,
ku63,Physical Database Design,IM,0,0,Y,Storage and file structure.  Indexed files.  Hashed files.   Signature files.   B-trees.  Files with dense index.  Files with variable length records.   Database efficiency and tuning.,,Explain the concepts of records; record types; and files; as well as the different techniques for placing file records on disk.  Give examples of the application of primary; secondary; and clustering indexes.  Distinguish between a non-dense index and a dense index.   Implement dynamic multilevel indexes using B-trees.   Explain the theory and application of internal and external hashing techniques.   Use hashing to facilitate dynamic file expansion.   Describe the relationships among hashing; compression; and efficient database searches.   Evaluate costs and benefits of various hashing schemes.  Explain how physical database design affects database transaction efficiency.  ,,Database_index;Directory_structure;Signature_block,Variable-length_array;Database_index;Log-structured_file_system;Thermal_efficiency,,
ku64,Data Mining,IM,0,0,Y,Uses of data mining.   Data mining algorithms.  Associative and sequential patterns.   Data clustering.   Market basket analysis.   Data cleaning.  Data visualization (cross-reference GV /Visualization and CN/Interactive Visualization).,,Compare and contrast different uses of data mining as evidenced in both research and application. Explain the value of finding associations in market basket data.   Characterize the kinds of patterns that can be discovered by association rule mining.  Describe how to extend a relational system to find patterns using association rules.   Evaluate different methodologies for effective application of data mining.   Identify and characterize sources of noise; redundancy; and outliers in presented data.   Identify mechanisms (on-line aggregation; anytime behavior; interactive visualization) to close the loop in the data mining process.   Describe why the various close-the-loop processes improve the effectiveness of data mining.  ,,Affinity_analysis;Data_mining;Cluster_analysis,Affinity_analysis;Comparison_of_geographic_information_systems_software;Chemical_space;Data_mining,,
ku65,Information Storage And Retrieval,IM,0,0,Y,Documents; electronic publishing; markup; and markup languages.   Tries; inverted files; PAT trees; signature files; indexing.   Morphological analysis; stemming; phrases; stop lists   Term frequency distributions; uncertainty; fuzziness; weighting.   Vector space; probabilistic; logical; and advanced models.   Information needs; relevance; evaluation; effectiveness.   Thesauri; ontologies; classification and categorization; metadata   Bibliographic information; bibliometrics; citations.  Routing and (community) filtering.  Multimedia search; information seeking behavior; user modeling; feedback.   Information summarization and visualization.   Faceted search (e.g.; using citations; keywords; classification schemes).   Digital libraries.   Digitization; storage; interchange; digital objects; composites; and packages.   Metadata and cataloging.   Naming; repositories; archives.   Archiving and preservation; integrity.   Spaces (conceptual; geographical; 2D 3D; VR).   Architectures (agents; buses; wrappers mediators); interoperability.   Services (searching; linking; browsing; and so forth).   Intellectual property rights management; privacy; and protection (watermarking).,,Explain basic information storage and retrieval concepts. Describe what issues are specific to efficient information retrieval.  Give applications of alternative search strategies and explain why the particular search strategy is appropriate for the application.   Design and implement a small to medium size information storage and retrieval system; or digital library. Describe some of the technical solutions to the problems related to archiving and preserving information in a digital library.  ,,Information_seeking_behavior;Metadata;Automatic_summarization,Population_(disambiguation);Intellectual_property;Information_seeking_behavior;Metadata;Automatic_summarization;Pat_Mastelotto;User_interface_modeling;Multimedia_search;Advanced_capitalism;Digital_library;Digital_object_identifier;Electronic_publishing;Le_Select;2D_to_3D_conversion;Vector_space;Faceted_search;Signature_block;Inverted_index;Morphological_analysis;Markup_language;Comparison_and_contrast_of_classification_schemes_in_linguistics_and_metadata;Information;Markup;Classification,,
ku66,MultiMedia Systems,IM,0,0,Y,Input and output devices; device drivers; control signals and protocols; DSPs.   Standards (e.g.; audio; graphics; video).   Applications; media editors; authoring systems; and authoring.   Streams structures; capture represent transform; spaces domains; compression coding.   Content-based analysis; indexing; and retrieval of audio; images; animation; and video. Presentation; rendering; synchronization; multi-modal integration interfaces.  Real-time delivery; quality of service (including performance); capacity planning; audio video conferencing; video-on-demand.,,Describe the media and supporting devices commonly associated with multimedia information and systems.   Demonstrate the use of content-based information analysis in a multimedia information system.  Critique multimedia presentations in terms of their appropriate use of audio; video; graphics; color; and other information presentation concepts.   Implement a multimedia application using an authoring system.   For each of several media or multimedia standards; describe in non-technical language what the standard calls for; and explain how aspects of human perception might be sensitive to the limitations of that standard.  Describe the characteristics of a computer system (including identification of support tools and appropriate standards) that has to host the implementation of one of a range of possible multimedia applications.  ,,Top-level_domain;Discrete_wavelet_transform;Artificial_intelligence_systems_integration,Discrete_wavelet_transform;Artificial_intelligence_systems_integration;RTP_audio_video_profile;Stream;Protein_domain;Content_analysis;Real_time_policy;VisualEditor;Capacity_planning;Data_compression;Output_device;Signalling_control,,
ku67,Fundamental Issues,IS,0,1,Y,Overview of AI problems; examples of successful recent AI applications.   What is intelligent behavior?  The Turing test ; Rational versus non-rational reasoning.   Problem characteristics;  Fully versus partially  bservable;   Single versus multi-agent;   Deterministic versus stochastic; Static versus dynamic;   Discrete versus continuous.  Nature of agents; Autonomous versus semi-autonomous;  Reflexive; goal-based; and utility-based;   The importance of perception and environmental interactions;   Philosophical and ethical issues.  ,,"Describe Turing test and the ""Chinese Room"" thought experiment. Differentiate between the concepts of optimal reasoning behavior and human-like reasoning behavior.  Determine the characteristics of a given problem that an intelligent system must solve.  ",,AI_winter;Multi-armed_bandit;AI-complete,AI_winter;;Multi-armed_bandit;Inventory_theory;Extended_discrete_element_method;Autonomy;Static;Rational_irrationality;AI-complete,,
ku68,Basic Search Strategies,IS,0,4,Y,Problem spaces (states; goals and operators); problem solving by search.   Factored representation (factoring state into variables).  Uninformed search (breadth-first; depth-first; depth-first with iterative deepening).   Heuristics and informed search (hill-climbing; generic best-first; A*_search_algorithm).   Space and time efficiency of search   Two-player games (introduction to minimax search).   Constraint satisfaction (backtracking and local search methods).,,Formulate an efficient problem space for a problem expressed in natural language (e.g.; English) in terms of initial and goal states; and operators.   Describe the role of heuristics and describe the trade-offs among completeness; optimality; time complexity; and space complexity.   Describe the problem of combinatorial explosion of search space and its consequences.  Select and implement an appropriate uninformed search algorithm for a problem; and characterize its time and space complexities.  Select and implement an appropriate informed search algorithm for a problem by designing the necessary heuristic evaluation function.   Evaluate whether a heuristic for a given problem is admissible can guarantee optimal solution.  Formulate a problem specified in natural language (e.g.; English) as a constraint satisfaction problem and implement it using a chronological backtracking algorithm or stochastic local search. [Usage] 8. Compare and contrast basic search issues with game playing issues.  ,,Line_search;Search_algorithm;Iterative_deepening_depth-first_search,Line_search;Factoring_(finance);Problem_domain;Iterative_deepening_depth-first_search;Representation_theory;Problem_solving;Solar_cell_efficiency;Constraint_satisfaction;Canadians,,
ku69,Basic Knowledge Representation and Reasoning,IS,0,3,N,Review of propositional and predicate logic (cross-reference DS Basic Logic).   Resolution and theorem proving (propositional logic only).   Forward chaining; backward chaining. Review of probabilistic reasoning; Bayes theorem (cross-reference with DS Discrete Probability).,,Translate a natural language (e.g.; English) sentence into predicate logic statement.  Convert a logic statement into clause form.  Apply resolution to a set of logic statements to answer a query.   Make a probabilistic inference in a real-world problem using Bayes' theorem to determine the probability of a hypothesis given evidence.  ,,Joint_probability_distribution;Predicate_(mathematical_logic);Propositional_calculus,IBM_Basic_assembly_language_and_successors;Joint_probability_distribution;Predicate_(mathematical_logic);Propositional_calculus;Probabilistic_logic,,
ku70,Basic Machine Learning,IS,0,2,N,Definition and examples of broad variety of machine learning tasks; including classification.   Inductive learning.  Simple statistical-based learning; such as Naive Bayesian Classifier; decision trees.   The over-fitting problem.   Measuring classifier accuracy.,,List the differences among the three main styles of learning  supervised; reinforcement; and unsupervised.   Identify examples of classification tasks; including the available input features and output to be predicted.   Explain the difference between inductive and deductive learning.  Describe over-fitting in the context of a problem.   Apply the simple statistical learning algorithm such as Naive Bayesian Classifier to a classification task and measure the classifier's accuracy.  ,,Naive_Bayes_classifier;Accuracy_and_precision;Machine_learning,Naive_Bayes_classifier;Accuracy_and_precision;Machine_learning;Statistical_classification,,
ku71,Advanced Search,IS,0,0,Y,Constructing search trees; dynamic search space; combinatorial explosion of search space.   Stochastic search;   Simulated annealing;  Genetic algorithms;   Monte-Carlo tree search.   Implementation of A* search; beam search.   Minimax search; alpha-beta pruning.   Expectimax search (MDP-solving) and chance nodes.,,Design and implement a genetic algorithm solution to a problem. Design and implement a simulated annealing schedule to avoid local minima in a problem.   Design and implement A* beam search to solve a problem.   Apply minimax search with alpha-beta pruning to prune search space in a two-player game.   Compare and contrast genetic algorithms with classic search techniques.  Compare and contrast various heuristic searches vis-a-vis applicability to a given problem.  ,,Binary_search_tree;Monte_Carlo_tree_search;Beam_search,Binary_search_tree;Monte_Carlo_tree_search;State_space;Search_space;Minimax;Beam_search,,
ku72,Advanced Representation and Reasoning,IS,0,0,Y,Knowledge representation issues; Description logics;   Ontology engineering.   Non-monotonic reasoning (e.g.; non-classical logics; default reasoning).   Argumentation.   Reasoning about action and change (e.g.; situation and event calculus).   Temporal and spatial reasoning.  Rule-based Expert Systems.   Semantic networks.   Model-based and Case-based reasoning.   Planning;    Partial and totally ordered planning;   Plan graphs; Hierarchical planning;   Planning and execution including conditional planning and continuous planning  ; Mobile agent/Multi-agent planning.,,Compare and contrast the most common models used for structured knowledge representation; highlighting their strengths and weaknesses.  Identify the components of non-monotonic reasoning and its usefulness as a representational mechanism for belief systems.  Compare and contrast the basic techniques for representing uncertainty.  Compare and contrast the basic techniques for qualitative representation.  Apply situation and event calculus to problems of action and change.   Explain the distinction between temporal and spatial reasoning; and how they interrelate.   Explain the difference between rule-based; case-based and model-based reasoning techniques.   Define the concept of a planning system and how it differs from classical search techniques.   Describe the differences between planning as search; operator-based planning; and propositional planning; providing examples of domains where each is most applicable.   Explain the distinction between monotonic and non-monotonic inference.,,Multi-agent_system;Expert_system;Knowledge_representation_and_reasoning,Multi-agent_system;Expert_system;Knowledge_representation_and_reasoning;Planned_community;Hierarchy;Conditional_sale;Continuous_auditing;Semantic_network;Description_logic,,
ku73,Reasoning Under Uncertainty,IS,0,0,Y,Review of basic probability (cross-reference DS Discrete Probability).   Random variables and probability distributions ;  Axioms of probability;   Probabilistic inference;   Bayes' Rule.   Conditional Independence.   Knowledge representations;  Bayesian Networks;   Exact inference and its complexity;  Randomized sampling (Monte Carlo) methods (e.g. Gibbs sampling);   Markov Networks;   Relational probability models;   Hidden Markov Models.   Decision Theory;   Preferences and utility functions;   Maximizing expected utility.,,Apply Bayes' rule to determine the probability of a hypothesis given evidence.  Explain how conditional independence assertions allow for greater efficiency of probabilistic systems.  Identify examples of knowledge representations for reasoning under uncertainty.   State the complexity of exact inference. Identify methods for approximate inference.  Design and implement at least one knowledge representation for reasoning under uncertainty.   Describe the complexities of temporal probabilistic reasoning.   Design and implement an HMM as one example of a temporal probabilistic system.   Describe the relationship between preferences and utility functions.  Explain how utility functions and probabilistic reasoning can be combined to make rational decisions. ,,Hidden_Markov_model;Expected_utility_hypothesis;Markov_logic_network,Crossing_number_(graph_theory);Hidden_Markov_model;Expected_utility_hypothesis;Probabilistic_programming_language;Utility;Markov_logic_network;Probability_distribution;Outline_of_probability;Monte_Carlo,,
ku74,Agents,IS,0,0,Y,Definitions of agents.   Agent architectures (e.g.; reactive; layered; cognitive).   Agent theory.   Rationality; game theory;   Decision-theoretic agents;   Markov decision processes (MDP).   Software agents; personal assistants; and information access;   Collaborative agents.   Information-gathering agents.   Believable agents (synthetic characters; modeling emotions in agents).   Learning agents.  Multi-agent systems;   Collaborating agents;   Agent teams ;  Competitive agents (e.g.; auctions; voting);   Swarm systems and biologically inspired models.,,List the defining characteristics of an intelligent agent.   Characterize and contrast the standard agent architectures.   Describe the applications of agent theory to domains such as software agents; personal assistants; and believable agents.   Describe the primary paradigms used by learning agents.  Demonstrate using appropriate examples how multi-agent systems support agent interaction.  ,,Markov_decision_process;Bio-inspired_computing;Swarm_robotics,Markov_decision_process;Bio-inspired_computing;Synthetic_language;Personal_assistant;Emotion;Free_agent;Swarm_robotics;Multi-agent_system;Access_to_Information_Act;Intelligent_agent,,
ku75,Natural Language Processing,IS,0,0,Y,Deterministic and stochastic grammars.   Parsing algorithms;   CFGs and chart parsers (e.g. CYK);  Probabilistic CFGs and weighted CYK.   Representing meaning   Semantics;   Logic-based knowledge representations;   Semantic roles;  Temporal representations o Beliefs; desires; and intentions.   Corpus-based methods.   N-grams and HMMs.  Smoothing and backoff.  Examples of use;  POS tagging and morphology. Information retrieval (Cross-reference IM Information Storage and Retrieval);  Vector space model;  TF & IDF;  Precision and recall.  Information extraction Language translation. Text classification; categorization  Bag of words model.,,Define and contrast deterministic and stochastic grammars; providing examples to show the adequacy of each.  Simulate; apply; or implement classic and stochastic algorithms for parsing natural language.  Identify the challenges of representing meaning.   List the advantages of using standard corpora. Identify examples of current corpora for a variety of NLP tasks.   Identify techniques for information retrieval; language translation; and text classification.  ,,Information_extraction;Logic_programming;Vector_space_model,"Temporoparietal_junction;Information_extraction;Holy_Cross_Church,_Wrze?nia;Logic_programming;Semantics;Vector_space_model;Information_retrieval;Bag-of-words_model;TF;Part-of-speech_tagging;Chart_parser",,
ku76,Advanced Machine Learning,IS,0,0,Y,Definition and examples of broad variety of machine learning tasks.   General statistical-based learning; parameter estimation (maximum likelihood).   Inductive logic programming (ILP).   Supervised learning; Learning decision trees;  Learning neural networks;  Support vector machines (SVMs).   Ensembles.   Nearest-neighbor algorithms.   Unsupervised Learning and clustering;   EM;   K-means;   Self-organizing maps.   Semi-supervised learning.   Learning graphical models (Cross-reference IS Reasoning under Uncertainty).   Performance evaluation (such as cross-validation; area under ROC curve).   Learning theory.   The problem of overfitting; the curse of dimensionality.   Reinforcement learning ;  Exploration vs. exploitation trade-off;   Markov decision processes;   Value and policy iteration.   Application of Machine Learning algorithms to Data Mining (cross-reference IM Data Mining).,,Explain the differences among the three main styles of learning  supervised; reinforcement; and unsupervised.  Implement simple algorithms for supervised learning; reinforcement learning; and unsupervised learning.   Determine which of the three learning styles is appropriate to a particular problem domain.  Compare and contrast each of the following techniques; providing examples of when each strategy is superior  decision trees; neural networks; and belief networks.   Evaluate the performance of a simple learning system on a real-world dataset.  Characterize the state of the art in learning theory; including its achievements and its shortcomings.  Explain the problem of overfitting; along with techniques for detecting and managing the problem.  ,,Support_vector_machine;Inductive_logic_programming;Markov_decision_process,List_of_free_and_open-source_software_packages;Support_vector_machine;Inductive_logic_programming;Markov_decision_process;Statistical_classification;Decision_tree;Artificial_neural_network;Machine_learning;Graphical_model;Data_mining;Reinforcement_learning;Unsupervised_learning;Statistical_learning_theory;Semi-supervised_learning,,
ku77,Robotics,IS,0,0,Y,Overview  problems and progress;   State-of-the-art robot systems; including their sensors and an overview of their sensor processing ;  Robot control architectures; e.g.; deliberative vs. reactive control and Braitenberg vehicles;   World modeling and world models;   Inherent uncertainty in sensing and in control.   Configuration space and environmental maps.   Interpreting uncertain sensor data.   Localizing and mapping.   Navigation and control.   Motion planning.   Multiple-robot coordination.,,List capabilities and limitations of today's state-of-the-art robot systems; including their sensors and the crucial sensor processing that informs those systems.   Integrate sensors; actuators; and software into a robot designed to undertake some task.   Program a robot to accomplish simple tasks using deliberative; reactive; and or hybrid control architectures.  Implement fundamental motion planning algorithms within a robot configuration space.  Characterize the uncertainties associated with common robot sensors and actuators  articulate strategies for mitigating these uncertainties.   List the differences among robots' representations of their external environment; including their strengths and shortcomings.  Compare and contrast at least three strategies for robot navigation within known and or unknown environments; including their strengths and shortcomings.  Describe at least one approach for coordinating the actions and sensing of several robots to accomplish a single task.  ,,Internet_of_things;Braitenberg_vehicle;Conceptual_model,Internet_of_things;Canadians;Hexapod_(robotics);Sensor_network_query_processor;Uncertainty_principle;Model_(person);Environmental_criminology;Motor_coordination;Motion_planning,,
ku78,Perception and Computer Vision,IS,0,0,Y,Computer vision;  Image acquisition; representation; processing and properties;   Shape representation; object recognition and segmentation ; Motion analysis.   Audio and speech recognition.   Modularity in recognition.   Approaches to pattern recognition (cross-reference IS Advanced Machine Learning);   Classification algorithms and measures of classification quality;   Statistical techniques.,,Summarize the importance of image and object recognition in AI and indicate several significant applications of this technology.  List at least three image-segmentation approaches; such as thresholding; edge-based and region-based algorithms; along with their defining characteristics; strengths; and weaknesses.  Implement 2d object recognition based on contour- and or region-based shape representations.  Distinguish the goals of sound-recognition; speech-recognition; and speaker-recognition and identify how the raw audio signal will be handled differently in each of these cases.  Provide at least two examples of a transformation of a data source from one sensory domain to another; e.g.; tactile data interpreted as single-band 2d images.  Implement a feature-extraction algorithm on real data; e.g.; an edge or corner detector for images or vectors of Fourier coefficients describing a short slice of audio signal.   Implement an algorithm combining features into higher-level percepts; e.g.; a contour or polygon from visual primitives or phoneme hypotheses from an audio signal.  Implement a classification algorithm that segments input percepts into output categories and quantitatively evaluates the resulting classification.   Evaluate the performance of the underlying feature-extraction; relative to at least one alternative possible approach (whether implemented or not) in its contribution to the classification task  ; above.   Describe at least three classification approaches; their prerequisites for applicability; their strengths; and their shortcomings. ,,Machine_learning;Computer_vision;Statistical_classification,Machine_learning;Computer_vision;Statistical_classification;Quality_control;Windows_Image_Acquisition;Statistical_theory;Motion_analysis,,
ku79,Introduction,NC,1.5,0,N,"Organization of the Internet (Internet Service Providers; Content Providers, etc.). Switching techniques (e.g., circuit, packet).Physical pieces of a network; including hosts, routers;switches;ISPs; wireless; LAN;access point; and firewalls. Layering principles (encapsulation; multiplexing). Roles of the different layers (application; transport;network; datalink; physical)",,"Articulate the organization of the Internet.  List and define the appropriate network terminology. Describe the layered structure of a typical networked architecture.  Identify the different types of complexity in a network (edges, core, etc.). ",,Internet_service_provider;Internet;Wireless,Internet_service_provider;Content;Q-switching;Link_layer;Access_point;Physical_body;Internet;Physical;Multiplexing,,
ku80,Networked Applications,NC,1.5,0,N,Naming and address schemes (DNS; IP addresses; Uniform Resource Identifiers; etc.).Distributed applications (client/server; peer-to-peer;cloud;etc.). HTTP as an application layer protocol . Multiplexing with TCP and UDP. Socket APIs.,,List the differences and the relations between names and addresses in a network. Define the principles behind naming schemes and resource location.  Implement a simple client-server socket-based application.,,Uniform_Resource_Identifier;Client?“server_model;Network_socket,Application_layer;Uniform_Resource_Identifier;Client?“server_model;Network_socket;Distributed_computing;SIP_URI_scheme,,
ku81,Reliable Data Delivery,NC,0,2,N,Error control (retransmission techniques; timers).Flow control (acknowledgements; sliding window). Performance issues (pipelining). TCP,,Describe the operation of reliable delivery protocols.  List the factors that affect the performance of reliable delivery protocols.  Design and implement a simple reliable protocol.,,Flow_control_(data);Error_detection_and_correction;Karn's_algorithm,Sliding_window_protocol;Performance_Car_(magazine);Error_detection_and_correction,,
ku82,Routing And Forwarding,NC,0,1.5,N,Routing versus forwarding. Static routing. Internet Protocol (IP). Scalability issues (hierarchical addressing),,Describe the organization of the network layer.  Describe how packets are forwarded in an IP network. List the scalability benefits of hierarchical addressing.,,Port_forwarding;Static_routing;Hierarchical_routing,Port_forwarding;Static_routing,,
ku83,Local Area Networks,NC,0,1.5,N,Multiple Access Problem. Common approaches to multiple access (exponential-backoff;time division multiplexing; etc). Local Area Network. Ethernet. Switching.,,Describe how frames are forwarded in an Ethernet network. Describe the differences between IP and Ethernet.  Describe the interrelations between IP and Ethernet.  Describe the steps used in one common approach to the multiple access problem. ,,Local_area_network;Frequency-division_multiple_access;Channel_access_method,Time-division_multiplexing;Local_area_network;Frequency-division_multiple_access,,
ku84,Resource Allocation,NC,0,1,N,"Need for resource allocation. Fixed allocation (TDM;FDM; WDM) versus dynamic allocation .End-to-end versus network assisted approaches. Fairness. Principles of congestion control . Approaches to Congestion (e.g., Content Distribution Networks).",,Describe how resources can be allocated in a network.  Describe the congestion problem in a large network. Compare and contrast fixed and dynamic allocation techniques. Compare and contrast current approaches to congestion. ,,Content_delivery_network;Network_congestion,Canadians;Asset_allocation;Content_delivery_network;Resource_allocation;Fixed-satellite_service,,
ku85,Mobility,NC,0,1,N,Principles of cellular networks. 802.11 networks. Issues in supporting mobile nodes (home agents),,Describe the organization of a wireless network.  Describe how wireless networks support mobile users. ,,Estate_agent;Cellular_network,Mobile_IP;Estate_agent;Cellular_network,,
ku86,Social Networking,NC,0,0,Y,Social networks overview. Example social network platforms. Structure of social network graphs. Social network analysis.,,"Discuss the key principles (such as membership, trust) of social networking. Describe how existing social networks operate.  Construct a social network graph from network data.  Analyze a social network to determine who the key people are.  Evaluate a given interpretation of a social network question with associated data.",,Social_graph;Social_network;Social_network_analysis,Social_graph;Social_network,,
ku87,Security and Protection,OS,0,2,N,Overview of system security.   Policy mechanism separation.   Security methods and devices.   Protection; access control; and authentication.   Backups.,,Articulate the need for protection and security in an OS (cross-reference IAS Security Architecture and Systems Administration Investigating Operating Systems Security for various systems).  Summarize the features and limitations of an operating system used to provide protection and security (cross-reference IAS Security Architecture and Systems Administration).  Explain the mechanisms available in an OS to control access to resources (cross-reference IAS Security Architecture and Systems Administration Access Control Configuring systems to operate securely as an IT system).   Carry out simple system administration tasks according to a security policy; for example creating accounts; setting permissions; applying patches; and arranging for regular backups (cross-reference IAS Security Architecture and Systems Administration). ,,Separation_of_mechanism_and_policy;Access_control;Authentication,Separation_of_mechanism_and_policy;Security,,
ku88,Virtual Machines,OS,0,0,Y,Types of virtualization (including Hardware Software; OS; Server; Service; Network).   Paging and virtual memory.   Virtual file systems.   Hypervisors.  Portable virtualization  emulation vs. isolation.   Cost of virtualization.,,Explain the concept of virtual memory and how it is realized in hardware and software.  Differentiate emulation and isolation.  Evaluate virtualization trade-offs.  Discuss hypervisors and the need for them in conjunction with different types of hypervisors.  ,,Virtual_file_system;Virtualization;Virtual_memory,Virtual_file_system;Virtualization;Virtual_memory;Hardware-dependent_software,,
ku89,Device Management,OS,0,0,Y,Characteristics of serial and parallel devices.  Abstracting device differences.   Buffering strategies.  Direct memory access.   Recovery from failures.,,Explain the key difference between serial and parallel devices and identify the conditions in which each is appropriate. Identify the relationship between the physical hardware and the virtual devices maintained by the operating system. Explain buffering and describe strategies for implementing it.  Differentiate the mechanisms used in interfacing a range of devices (including hand-held devices; networks; multimedia) to a computer and explain the implications of these for the design of an operating system. Describe the advantages and disadvantages of direct memory access and discuss the circumstances in which its use is warranted.  Identify the requirements for failure recovery.  Implement a simple device driver for a range of possible devices.  ,,Remote_direct_memory_access;Mobile_Information_Device_Profile;Circular_buffer,Remote_direct_memory_access;Mobile_Information_Device_Profile;Parallel_port,,
